ScientificName,SpecCode,CommonName,Environments,Subspecies
Seleniolycus laevifasciatus,7035,,['salt'],[]
Seleniolycus pectoralis,64617,,['salt'],[]
Seleniolycus robertsi,64618,,['salt'],[]
