ScientificName,SpecCode,CommonName,Environments,Subspecies
Cirrhitops fasciatus,7792,Banded hawk,['salt'],[]
Cirrhitops hubbardi,12693,Sumitsukigonbe,['salt'],[]
Cirrhitops mascarenensis,65220,,['salt'],[]
