ScientificName,SpecCode,CommonName,Environments,Subspecies
Amblycirrhitus bimacula,5829,La'o,['salt'],[]
Amblycirrhitus earnshawi,22482,White hawkfish,['salt'],[]
Amblycirrhitus oxyrhynchos,60598,Sharpsnout hawkfish,['salt'],[]
Amblycirrhitus pinos,3655,Grannyfish,['salt'],[]
Amblycirrhitus unimacula,23501,Kurohoshigonbe,['salt'],[]
