ScientificName,SpecCode,CommonName,Environments,Subspecies
Semotilus atromaculatus,2952,Bachzwergdöbel,['fresh'],[]
Semotilus corporalis,2953,American chub,['fresh'],[]
Semotilus lumbee,2954,Lumbee vimpelturb,['fresh'],[]
Semotilus thoreauianus,10141,Dixie chub,['fresh'],[]
