ScientificName,SpecCode,CommonName,Environments,Subspecies
Rhabdamia gracilis,5747,Arrow cardinal,['salt'],[]
Rhabdamia nigrimentum,46488,黑頦箭天竺鯛,['salt'],[]
Rhabdamia novaluna,70368,New-moon cardinalfish,['salt'],[]
Rhabdamia spilota,25033,Glas-kardinalfisk,['salt'],[]
