ScientificName,SpecCode,CommonName,Environments,Subspecies
Sikukia flavicaudata,58080,Kollasaba-nablik,['fresh'],[]
Sikukia gudgeri,27112,Gudgeri nablik,['fresh'],[]
Sikukia longibarbata,58222,Parmička dlouhovousá,['fresh'],[]
Sikukia stejnegeri,27115,Parmička Stejnegerova,['fresh'],[]
