ScientificName,SpecCode,CommonName,Environments,Subspecies
Bleekeria albicauda,69497,White-tipped sandlance,['salt'],[]
Bleekeria estuaria,67705,Estuary sandlance,"['brackish', 'salt']",[]
Bleekeria kallolepis,58283,Aruna,['salt'],[]
Bleekeria mitsukurii,9236,Mitsukuri's sandlance,['salt'],[]
Bleekeria murtii,69503,Murty's sandlance,['salt'],[]
Bleekeria nigrilinea,69498,Black-edged fin sandlance,['salt'],[]
Bleekeria profunda,67704,Deep-water sandlance,['salt'],[]
Bleekeria viridianguilla,10612,Pacific sandlance,['salt'],[]
