ScientificName,SpecCode,CommonName,Environments,Subspecies
Gazza achlamys,5797,Damul,"['brackish', 'salt']",[]
Gazza dentex,50948,Ambache blanc,"['brackish', 'salt']",[]
Gazza minuta,4462,Angag,"['brackish', 'salt']",[]
Gazza rhombea,59084,Hishi-koban-hiiragi,['salt'],[]
Gazza squamiventralis,58336,Scaled belly toothpony,['salt'],[]
