ScientificName,SpecCode,CommonName,Environments,Subspecies
Gasterosteus aculeatus,2420,Agathero,"['fresh', 'brackish', 'salt']",[]
Gasterosteus crenobiontus,49371,Allikaogalik,['fresh'],[]
Gasterosteus islandicus,65317,Iceland stickleback,['fresh'],[]
Gasterosteus microcephalus,48976,Hariyo,['fresh'],[]
Gasterosteus nipponicus,68420,,"['fresh', 'brackish', 'salt']",[]
Gasterosteus wheatlandi,3272,Barnstickle,"['brackish', 'salt']",[]
