ScientificName,SpecCode,CommonName,Environments,Subspecies
Ameiurus brunneus,3017,Snail bullhead,['fresh'],[]
Ameiurus catus,3018,Barbú cabezón,"['fresh', 'brackish']",[]
Ameiurus melas,291,Bagre,['fresh'],[]
Ameiurus natalis,3021,Bagre torito amarillo,['fresh'],[]
Ameiurus nebulosus,3022,Amerikanischer zwergwels,['fresh'],[]
Ameiurus platycephalus,3023,Bullhead,['fresh'],[]
Ameiurus serracanthus,3025,Hvidplettet dværgmalle,['fresh'],[]
