ScientificName,SpecCode,CommonName,Environments,Subspecies
Scopelogadus beanii,9058,Bean's bigscale,['salt'],[]
Scopelogadus bispinosus,25275,Twospine bigscale,['salt'],[]
Scopelogadus mizolepis,10284,Bigscale,['salt'],[]
Scopelogadus unispinis,54129,,['salt'],[]
