ScientificName,SpecCode,CommonName,Environments,Subspecies
Mixomyrophis longidorsalis,67823,Red Sea worm eel,['salt'],[]
Mixomyrophis pusillipinna,53835,Hadař drobnoploutvý,['salt'],[]
