ScientificName,SpecCode,CommonName,Environments,Subspecies
Pseudonezumia cetonuropsis,23204,Chidori-hige,['salt'],[]
Pseudonezumia japonica,23198,Nihon-sokodara,['salt'],[]
Pseudonezumia parvipes,58928,,['salt'],[]
Pseudonezumia pusilla,58793,Tiny whiptail,['salt'],[]
