ScientificName,SpecCode,CommonName,Environments,Subspecies
Neoepinnula americana,8479,American sackfish,['salt'],[]
Neoepinnula minetomai,69332,Erabu-sumiyaki,['salt'],[]
Neoepinnula orientalis,3906,Dómine chico,['salt'],[]
