ScientificName,SpecCode,CommonName,Environments,Subspecies
Zeugopterus norvegicus,2360,Bruxa-norueguesa,['salt'],[]
Zeugopterus punctatus,1369,Bastard brill,['salt'],[]
Zeugopterus regius,1339,Beneklipisi balığı,"['brackish', 'salt']",[]
