ScientificName,SpecCode,CommonName,Environments,Subspecies
Stigmatopora argus,46205,Gulf pipefish,"['brackish', 'salt']",[]
Stigmatopora harastii,69299,Harasti's pipefish,['salt'],[]
Stigmatopora macropterygia,46206,Long-snouted pipefish,['salt'],[]
Stigmatopora narinosa,63989,Southern Gulf pipefish,['salt'],[]
Stigmatopora nigra,46207,Black pipefish,"['brackish', 'salt']",[]
