ScientificName,SpecCode,CommonName,Environments,Subspecies
Xanthichthys auromarginatus,6030,Ampapagot,['salt'],[]
Xanthichthys caeruleolineatus,6359,Aosujimongara,['salt'],[]
Xanthichthys greenei,68977,Greene's triggerfish,['salt'],[]
Xanthichthys lima,62159,,['salt'],[]
Xanthichthys lineopunctatus,6944,Brown-lined triggerfish,['salt'],[]
Xanthichthys mento,4284,Ayam laut,['salt'],[]
Xanthichthys ringens,4285,Bus wada,['salt'],[]
