ScientificName,SpecCode,CommonName,Environments,Subspecies
Pleurosicya annandalei,23010,Scalynape goby,['salt'],[]
Pleurosicya australis,59334,澳洲腹瓢鰕虎魚,['salt'],[]
Pleurosicya bilobata,22490,Bilobed ghost goby,"['brackish', 'salt']",[]
Pleurosicya boldinghi,26319,Boldingh's ghostgoby,['salt'],[]
Pleurosicya carolinensis,56838,Caroline Islands ghost goby,['salt'],[]
Pleurosicya coerulea,56839,Blue coral ghost goby,['salt'],[]
Pleurosicya elongata,11618,Cling goby,['salt'],[]
Pleurosicya fringilla,26318,Staghorn ghostgoby,['salt'],[]
Pleurosicya labiata,59437,Barrel-sponge ghostgoby,['salt'],[]
Pleurosicya larsonae,63431,,['salt'],[]
Pleurosicya micheli,25509,Belodok kaca,['salt'],[]
Pleurosicya mossambica,23079,Common ghost goby,['salt'],[]
Pleurosicya muscarum,22491,Ghost goby,['salt'],[]
Pleurosicya occidentalis,59959,西岸腹瓢鰕虎魚,['salt'],[]
Pleurosicya plicata,27570,Lobed ghost goby,['salt'],[]
Pleurosicya prognatha,56468,Beaky acropora goby,['salt'],[]
Pleurosicya sinaia,65421,,['salt'],[]
Pleurosicya spongicola,59360,Short-nose cling-goby,['salt'],[]
