ScientificName,SpecCode,CommonName,Environments,Subspecies
Synaptolaemus cingulatus,51381,Smalbåndet rød bundkigger,['fresh'],[]
Synaptolaemus latofasciatus,53293,Bredbåndet rød bundkigger,['fresh'],[]
