ScientificName,SpecCode,CommonName,Environments,Subspecies
Osmerus dentex,22635,Arctic rainbow smelt,"['fresh', 'brackish', 'salt']",[]
Osmerus eperlanus,1334,An smealt,"['fresh', 'brackish', 'salt']",[]
Osmerus mordax,253,American smelt,"['fresh', 'brackish', 'salt']",[]
Osmerus spectrum,6198,Kääbustint,['fresh'],[]
