ScientificName,SpecCode,CommonName,Environments,Subspecies
Opsanus beta,3067,Gulf toadfish,['salt'],[]
Opsanus dichrostomus,58624,Bicolor toadfish,['salt'],[]
Opsanus pardus,3068,Leopard Toadfish,['salt'],[]
Opsanus phobetron,16679,Sapo de boca negra,['salt'],[]
Opsanus tau,3069,Austernfisch,"['brackish', 'salt']",[]
