ScientificName,SpecCode,CommonName,Environments,Subspecies
Typhlachirus caecus,25168,,"['brackish', 'salt']",[]
Typhlachirus elongatus,26874,Mekong blind sole,"['brackish', 'salt']",[]
Typhlachirus lipophthalmus,69697,,"['fresh', 'brackish', 'salt']",[]
